"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-01-22","269","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-01-29","247","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-02-05","244","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-02-12","216","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-02-19","238","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-02-26","273","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-03-04","239","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-03-11","280","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-03-18","256","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-03-25","271","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-04-01","254","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-04-08","254","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-04-15","260","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-04-22","304","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-04-29","299","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-05-06","270","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-05-13","291","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-05-20","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-05-27","272","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-06-03","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-06-10","299","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-06-17","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-06-24","350","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-07-01","323","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-07-08","355","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-07-15","388","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-07-22","392","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-07-29","338","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-08-05","354","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-08-12","334","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-08-19","341","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-08-26","343","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-09-02","337","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-09-09","353","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-09-16","333","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-09-23","320","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-09-30","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-10-07","305","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-10-14","293","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-10-21","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-10-28","290","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-11-04","319","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-11-11","299","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-11-18","283","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-11-25","276","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-12-02","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-12-09","265","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-12-16","280","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-12-23","281","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2012-12-30","278","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-01-06","272","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-01-13","268","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-01-20","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-01-27","253","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-02-03","252","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-02-10","252","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-02-17","239","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-02-24","251","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-03-03","246","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-03-10","262","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-03-17","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-03-24","282","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-03-31","274","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-04-07","265","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-04-14","278","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-04-21","301","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-04-28","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-05-05","290","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-05-12","273","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-05-19","277","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-05-26","304","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-06-02","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-06-09","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-06-16","275","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-06-23","329","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-06-30","296","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-07-07","333","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-07-14","334","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-07-21","336","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-07-28","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-08-04","328","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-08-11","340","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-08-18","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-08-25","320","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-09-01","286","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-09-08","309","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-09-15","336","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-09-22","319","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-09-29","298","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-10-06","304","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-10-13","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-10-20","286","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-10-27","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-11-03","272","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-11-10","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-11-17","274","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-11-24","267","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-12-01","269","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-12-08","250","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-12-15","280","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-12-22","271","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2013-12-29","245","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-01-05","267","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-01-12","253","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-01-19","270","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-01-26","277","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-02-02","261","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-02-09","263","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-02-16","273","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-02-23","262","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-03-02","274","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-03-09","265","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-03-16","309","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-03-23","271","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-03-30","260","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-04-06","243","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-04-13","238","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-04-20","303","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-04-27","276","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-05-04","300","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-05-11","278","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-05-18","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-05-25","323","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-06-01","362","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-06-08","317","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-06-15","299","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-06-22","334","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-06-29","353","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-07-06","363","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-07-13","360","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-07-20","337","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-07-27","383","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-08-03","365","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-08-10","378","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-08-17","362","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-08-24","351","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-08-31","314","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-09-07","365","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-09-14","371","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-09-21","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-09-28","343","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-10-05","364","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-10-12","344","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-10-19","308","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-10-26","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-11-02","301","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-11-09","293","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-11-16","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-11-23","333","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-11-30","296","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-12-07","315","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-12-14","283","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-12-21","288","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2014-12-28","290","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-01-04","275","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-01-11","278","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-01-18","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-01-25","289","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-02-01","330","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-02-08","276","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-02-15","269","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-02-22","268","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-03-01","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-03-08","296","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-03-15","263","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-03-22","271","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-03-29","297","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-04-05","308","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-04-12","311","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-04-19","269","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-04-26","279","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-05-03","297","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-05-10","300","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-05-17","297","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-05-24","299","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-05-31","313","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-06-07","327","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-06-14","320","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-06-21","328","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-06-28","334","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-07-05","331","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-07-12","355","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-07-19","384","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-07-26","396","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-08-02","407","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-08-09","375","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-08-16","406","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-08-23","357","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-08-30","376","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-09-06","376","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-09-13","339","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-09-20","360","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-09-27","351","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-10-04","304","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-10-11","313","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-10-18","296","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-10-25","300","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-11-01","328","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-11-08","342","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-11-15","289","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-11-22","296","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-11-29","273","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-12-06","279","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-12-13","292","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-12-20","259","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2015-12-27","293","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-01-03","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-01-10","270","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-01-17","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-01-24","261","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-01-31","272","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-02-07","260","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-02-14","264","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-02-21","269","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-02-28","267","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-03-06","260","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-03-13","253","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-03-20","267","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-03-27","249","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-04-03","278","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-04-10","268","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-04-17","253","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-04-24","293","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-05-01","288","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-05-08","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-05-15","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-05-22","292","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-05-29","306","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-06-05","299","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-06-12","334","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-06-19","329","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-06-26","335","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-07-03","321","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-07-10","342","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-07-17","364","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-07-24","362","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-07-31","347","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-08-07","341","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-08-14","393","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-08-21","410","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-08-28","374","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-09-04","348","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-09-11","326","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-09-18","353","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-09-25","333","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-10-02","340","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-10-09","344","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-10-16","335","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-10-23","321","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-10-30","334","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-11-06","318","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-11-13","304","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-11-20","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-11-27","326","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-12-04","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-12-11","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-12-18","305","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2016-12-25","277","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-01-01","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-01-08","266","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-01-15","298","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-01-22","270","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-01-29","303","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-02-05","300","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-02-12","282","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-02-19","286","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-02-26","292","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-03-05","264","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-03-12","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-03-19","292","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-03-26","279","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-04-02","280","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-04-09","295","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-04-16","259","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-04-23","259","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-04-30","314","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-05-07","342","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-05-14","323","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-05-21","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-05-28","366","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-06-04","368","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-06-11","354","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-06-18","372","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-06-25","392","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-07-02","378","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-07-09","396","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-07-16","386","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-07-23","465","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-07-30","475","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-08-06","473","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-08-13","423","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-08-20","401","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-08-27","385","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-09-03","387","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-09-10","355","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-09-17","355","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-09-24","345","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-10-01","340","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-10-08","323","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-10-15","306","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-10-22","323","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-10-29","327","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-11-05","291","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-11-12","277","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-11-19","310","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-11-26","307","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-12-03","301","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-12-10","292","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-12-17","294","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-12-24","286","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2017-12-31","285","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-01-07","284","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-01-14","303","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-01-21","303","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-01-28","312","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-02-04","302","Number","02-02-21"
"Health","Weekly deaths","By age","80 and over","80 and over","2018-02-11","293","Number","02-02-21"
